race,gender,age,job_title,state,city,zip_code,Salary
Other,Female,55,Graphic Designer,New York,New York City,10034,"$87,784.52 "
White,Female,70,Human Resources,New York,Great Neck,11024,"$185,055.31 "
White,Male,27,Graphic Designer,New York,New York City,10155,"$116,525.64 "
Asian,Male,56,VP Accounting,New York,Rochester,14683,"$149,115.88 "
White,Male,57,Sales Associate,New York,Mount Vernon,10557,"$150,788.40 "
White,Male,48,Community Outreach Specialist,New York,New York City,10019,"$260,364.05 "
White,Male,30,Assistant Manager,New York,New Hyde Park,11044,"$298,265.78 "
White,Male,61,Project Manager,New York,New York City,10090,"$231,955.89 "
Other,Female,39,Staff Scientist,New York,Albany,12232,"$97,523.29 "
White,Female,69,Technical Writer,New York,New York City,10249,"$41,671.60 "
White,Female,26,Social Worker,New York,New York City,10019,"$143,504.51 "
White,Male,58,Graphic Designer,New York,Jamaica,11499,"$178,925.05 "
White,Male,61,Tax Accountant,New York,New York City,10034,"$34,542.82 "
White,Male,24,Executive Assistant,New York,Rochester,14624,"$236,781.40 "
White,Male,20,Graphic Designer,New York,Syracuse,13217,"$293,471.43 "
Black,Female,54,Help Desk Technician,New York,Bronx,10459,"$250,759.52 "
White,Male,47,Occupational Therapist,New York,Albany,12210,"$114,257.88 "
White,Male,35,Quality Control Specialist,New York,Bronx,10464,"$195,992.57 "
White,Female,23,Senior Editor,New York,Rochester,14609,"$264,885.64 "
White,Female,21,Help Desk Operator,New York,New York City,10249,"$232,146.38 "
White,Male,68,Marketing Manager,New York,New York City,10260,"$42,665.54 "
Hispanic,Female,50,GIS Technical Architect,New York,Yonkers,10705,"$33,332.69 "
White,Male,34,Editor,New York,Buffalo,14220,"$215,486.71 "
White,Female,57,Staff Scientist,New York,Brooklyn,11231,"$256,413.74 "
Hispanic,Female,45,Project Manager,New York,New York City,10131,"$287,333.79 "
White,Female,52,Nurse Practicioner,New York,Brooklyn,11225,"$275,549.60 "
Hispanic,Male,28,Executive Assistant,New York,Buffalo,14225,"$138,357.64 "
Black,Female,27,Account Executive,New York,New York City,10024,"$104,306.84 "
White,Male,55,Tax Accountant,New York,New York City,10105,"$118,159.29 "
White,Male,51,Senior Developer,New York,New York City,10203,"$127,173.15 "
Black,Male,38,Tax Accountant,New York,New York City,10079,"$228,275.04 "
White,Male,39,Environmental Specialist,New York,Elmira,14905,"$90,640.20 "
Black,Male,53,Tax Accountant,New York,Albany,12262,"$42,594.04 "
Hispanic,Female,18,Legal Assistant,New York,New York City,10270,"$269,254.12 "
White,Female,53,Data Coordiator,New York,New York City,10004,"$63,345.94 "
Other,Female,24,Database Administrator,New York,Albany,12232,"$44,184.06 "
Hispanic,Female,48,Software Developer,New York,New York City,10155,"$117,586.55 "
Hispanic,Female,29,Human Resources,New York,New York City,10280,"$193,684.57 "
White,Male,54,Software Developer,New York,Bronx,10454,"$208,471.39 "
White,Male,53,Assistant Manager,New York,New York City,10150,"$129,784.30 "
White,Male,66,Nurse,New York,Buffalo,14210,"$105,721.94 "
Hispanic,Male,23,VP Marketing,New York,New York City,10110,"$142,512.76 "
White,Male,46,Research Nurse,New York,Buffalo,14205,"$73,816.36 "
Black,Male,66,Operator,New York,Syracuse,13217,"$222,461.26 "
White,Female,30,Systems Administrator,New York,Albany,12247,"$172,667.42 "
White,Female,26,Financial Advisor,New York,Rochester,14614,"$93,885.08 "
White,Female,31,Media Manager,New York,Albany,12222,"$40,186.76 "
White,Male,43,Senior Cost Accountant,New York,Brooklyn,11220,"$120,804.55 "
White,Female,18,VP Sales,New York,Rochester,14683,"$281,944.51 "
Asian,Male,70,Software Developer,New York,Albany,12227,"$65,393.21 "
Hispanic,Male,47,Physical Therapy Assistant,New York,New York City,10004,"$146,067.29 "
White,Female,38,Associate Professor,New York,Syracuse,13224,"$177,648.96 "
Black,Male,39,Speech Pathologist,New York,Brooklyn,11254,"$241,000.40 "
White,Female,57,Recruiting Manager,New York,Staten Island,10310,"$217,510.38 "
Asian,Male,54,Help Desk Technician,New York,Albany,12210,"$260,787.44 "
White,Male,37,Environmental Specialist,New York,Rochester,14624,"$298,580.31 "
Black,Male,41,Information Systems Manager,New York,Syracuse,13251,"$115,169.43 "
White,Female,19,Occupational Therapist,New York,New York City,10045,"$260,398.93 "
Hispanic,Female,38,Office Assistant,New York,New York City,10184,"$171,710.10 "
White,Female,33,Librarian,New York,Hicksville,11854,"$47,511.87 "
White,Male,40,Researcher,New York,Flushing,11355,"$126,549.70 "
White,Male,66,Systems Administrator,New York,Bronx,10464,"$83,535.75 "
White,Female,34,Human Resources,New York,Albany,12237,"$200,615.92 "
Black,Male,55,Professor,New York,Syracuse,13217,"$92,045.79 "
White,Female,27,Software Developer,New York,Albany,12205,"$222,866.18 "
White,Female,41,Human Resources,New York,Brooklyn,11215,"$209,156.81 "
Black,Female,35,Librarian,New York,Buffalo,14225,"$126,148.92 "
White,Male,49,Occupational Therapist,New York,Staten Island,10305,"$189,857.15 "
White,Male,45,Marketing Assistant,New York,Rochester,14609,"$290,821.01 "
Hispanic,Female,27,Software Developer,New York,White Plains,10606,"$80,650.80 "
White,Female,50,Graphic Designer,New York,Flushing,11355,"$269,025.34 "
White,Male,20,Administrative Officer,New York,New York City,10045,"$118,082.37 "
Asian,Male,45,Pharmacist,New York,Brooklyn,11225,"$83,899.19 "
Black,Male,69,Safety Technician,New York,Rochester,14624,"$221,041.87 "
White,Female,56,Graphic Designer,New York,New York City,10165,"$51,647.59 "
Black,Male,48,Graphic Designer,New York,Flushing,11355,"$291,106.18 "
White,Female,40,Graphic Designer,New York,New York City,10004,"$285,097.02 "
Hispanic,Female,62,Executive Secretary,New York,Brooklyn,11231,"$137,415.70 "
White,Male,65,Occupational Therapist,New York,Utica,13505,"$76,499.91 "
White,Male,63,Software Developer,New York,Rochester,14604,"$35,412.98 "
White,Male,51,Physical Therapy Assistant,New York,New York City,10060,"$236,776.04 "
Black,Female,68,Geologist,New York,Jamaica,11431,"$222,221.23 "
White,Female,65,Executive Secretary,New York,New York City,10079,"$156,087.46 "
White,Female,32,Payment Adjustment Coordinator,New York,New York City,10060,"$137,249.00 "
White,Female,30,Registered Nurse,New York,Jamaica,11436,"$243,899.48 "
Black,Male,29,Senior Cost Accountant,New York,Brooklyn,11210,"$44,032.57 "
Other,Male,22,Tax Accountant,New York,New York City,10019,"$227,999.56 "
White,Female,55,Graphic Designer,New York,New York City,10079,"$231,493.97 "
White,Male,48,Web Designer,New York,Bronx,10464,"$244,303.62 "
White,Male,21,Database Administrator,New York,Brooklyn,11210,"$192,248.54 "
Black,Female,54,VP Sales,New York,New York City,10280,"$283,008.15 "
Asian,Male,64,Graphic Designer,New York,Jamaica,11436,"$152,969.93 "
White,Female,19,Graphic Designer,New York,Rochester,14604,"$58,460.35 "
White,Female,48,Graphic Designer,New York,New York City,10004,"$269,808.74 "
Black,Female,31,Professor,New York,Bronx,10469,"$201,156.64 "
White,Female,18,Environmental Tech,New York,Brooklyn,11247,"$142,835.09 "
White,Male,61,Graphic Designer,New York,Utica,13505,"$27,768.44 "
White,Male,71,Graphic Designer,New York,Jamaica,11431,"$48,776.44 "
Other,Male,37,Human Resources,New York,White Plains,10606,"$299,036.72 "
Black,Male,70,Graphic Designer,New York,New York City,10009,"$179,960.93 "
White,Male,68,VP Accounting,New York,Utica,13505,"$33,817.12 "
Black,Male,37,Help Desk Technician,New York,Albany,12222,"$103,848.09 "
Black,Female,53,Account Coordinator,New York,New York City,10170,"$128,255.23 "
White,Male,26,Assistant Manager,New York,Brooklyn,11254,"$33,885.39 "
White,Male,51,Recruiter,New York,Jamaica,11436,"$279,681.92 "
Black,Female,49,Electrician,New York,Buffalo,14233,"$120,944.02 "
White,Female,28,Software Developer,New York,Brooklyn,11215,"$281,784.14 "
White,Female,70,Research Associate,New York,Rochester,14683,"$131,970.82 "
White,Female,21,Marketing Assistant,New York,Brooklyn,11220,"$282,652.91 "
White,Female,37,Associate Professor,New York,Brooklyn,11236,"$211,403.83 "
White,Male,46,Community Outreach Specialist,New York,Buffalo,14220,"$155,775.38 "
Other,Male,35,Electrician,New York,New York City,10115,"$175,108.58 "
Hispanic,Male,47,Scientist,New York,Mount Vernon,10557,"$53,786.82 "
Hispanic,Female,24,VP Sales,New York,Albany,12227,"$103,416.74 "
White,Female,45,VP Sales,New York,Buffalo,14220,"$250,265.73 "
White,Female,70,Human Resources,New York,Syracuse,13224,"$150,458.43 "
White,Female,48,Software Developer,New York,New York City,10090,"$43,184.95 "
Black,Female,63,Data Coordiator,New York,New York City,10184,"$150,192.80 "
Hispanic,Male,39,Scientist,New York,New York City,10045,"$35,712.42 "
White,Male,66,Account Executive,New York,Rochester,14604,"$266,727.05 "
White,Male,64,Electrician,New York,Buffalo,14263,"$259,201.70 "
White,Male,55,Database Administrator,New York,Jamaica,11447,"$129,232.10 "
White,Male,65,Electrician,New York,Brooklyn,11210,"$121,665.54 "
White,Female,60,General Manager,New York,New York City,10004,"$161,635.10 "
White,Female,21,Nanny,New York,New York City,10009,"$223,810.64 "
White,Male,57,Nanny,New York,New York City,10175,"$114,620.02 "
White,Female,53,Business Systems Development Analyst,New York,Rochester,14646,"$220,111.54 "
White,Female,58,VP Accounting,New York,Brooklyn,11247,"$190,960.34 "
White,Female,39,Human Resources,New York,New York City,10079,"$142,834.02 "
White,Male,40,Nurse Practicioner,New York,Brooklyn,11236,"$275,976.83 "
Black,Female,39,Professor,New York,New York City,10150,"$166,685.18 "
White,Female,26,Software Developer,New York,Rochester,14614,"$202,830.54 "
American Indian & Alaska Native,Male,39,Tax Accountant,New York,Albany,12242,"$71,355.21 "
White,Female,46,Financial Advisor,New York,New York City,10099,"$231,705.56 "
White,Female,43,Community Outreach Specialist,New York,Schenectady,12325,"$237,199.85 "
Asian,Male,44,Executive Secretary,New York,Jamaica,11470,"$189,597.87 "
White,Female,26,Information Systems Manager,New York,New York City,10249,"$119,948.52 "
White,Female,20,Scientist,New York,Rochester,14614,"$163,580.68 "
Asian,Female,49,General Manager,New York,New York City,10009,"$173,440.93 "
White,Male,49,Safety Technician,New York,Albany,12222,"$189,615.42 "
White,Male,29,Food Chemist,New York,Albany,12262,"$253,172.14 "
White,Female,38,Biostatistician,New York,Jamaica,11480,"$108,133.21 "
White,Male,23,Database Administrator,New York,Albany,12232,"$231,075.48 "
White,Male,26,Web Designer,New York,Jamaica,11431,"$131,666.75 "
Hispanic,Female,29,Health Coach,New York,Jamaica,11431,"$85,421.46 "
Hispanic,Male,25,Senior Editor,New York,New York City,10175,"$150,503.71 "
White,Male,19,Internal Auditor,New York,Brooklyn,11220,"$100,356.03 "
White,Male,45,Sales Representative,New York,Brooklyn,11254,"$218,793.58 "
White,Male,60,Software Developer,New York,Bronx,10474,"$163,518.23 "
White,Female,44,Nanny,New York,Staten Island,10310,"$219,892.63 "
White,Male,27,Account Coordinator,New York,New York City,10110,"$64,181.99 "
Black,Male,19,Nurse Practicioner,New York,Jamaica,11436,"$87,646.61 "
White,Female,64,Quality Control Specialist,New York,New York City,10275,"$89,673.09 "
Hispanic,Female,24,Geologist,New York,Buffalo,14233,"$172,669.98 "
American Indian & Alaska Native,Female,69,Assistant Media Planner,New York,Elmira,14905,"$270,051.98 "
Black,Male,20,Graphic Designer,New York,Albany,12232,"$278,338.06 "
Hispanic,Male,58,Software Developer,New York,New York City,10125,"$281,765.91 "
Other,Female,27,Pharmacist,New York,Albany,12242,"$273,014.51 "
White,Male,44,Software Developer,New York,White Plains,10606,"$60,488.79 "
White,Female,18,Recruiter,New York,Albany,12222,"$230,969.23 "
Black,Male,18,Scientist,New York,Buffalo,14210,"$97,652.78 "
Hispanic,Male,53,Cost Accountant,New York,Bronx,10454,"$98,552.15 "
Black,Male,22,VP Sales,New York,Rochester,14604,"$148,083.98 "
White,Male,21,Software Developer,New York,New York City,10275,"$193,095.64 "
Hispanic,Female,43,Accountant,New York,Buffalo,14220,"$202,203.10 "
Black,Female,62,Legal Assistant,New York,New York City,10024,"$281,880.77 "
White,Female,39,Nurse,New York,Brooklyn,11220,"$117,122.39 "
White,Male,35,Software Developer,New York,Rochester,14604,"$46,841.68 "
White,Male,53,Desktop Support Technician,New York,New York City,10165,"$206,632.20 "
Black,Male,37,Speech Pathologist,New York,Buffalo,14210,"$51,241.17 "
White,Male,42,Tax Accountant,New York,Buffalo,14220,"$102,505.53 "
White,Male,56,VP Product Management,New York,Bronx,10454,"$126,383.36 "
White,Male,63,Nanny,New York,New York City,10045,"$27,783.58 "
Hispanic,Female,36,Legal Assistant,New York,Rochester,14614,"$136,199.98 "
White,Male,42,Associate Professor,New York,New York City,10079,"$45,317.58 "
White,Female,25,Geologist,New York,Syracuse,13210,"$272,374.02 "
White,Male,49,GIS Technical Architect,New York,Albany,12210,"$135,176.36 "
White,Male,33,General Manager,New York,Albany,12210,"$58,107.33 "
White,Female,64,GIS Technical Architect,New York,New York City,10275,"$289,722.15 "
White,Male,29,Director of Sales,New York,New York City,10125,"$245,638.51 "
Hispanic,Female,49,Quality Control Specialist,New York,New York City,10045,"$143,521.77 "
White,Female,46,Financial Analyst,New York,Flushing,11355,"$125,197.44 "
White,Female,30,Nanny,New York,New York City,10105,"$297,777.35 "
Asian,Female,34,Office Assistant,New York,Buffalo,14233,"$147,481.57 "
White,Male,54,Nurse Practicioner,New York,Brooklyn,11205,"$192,912.72 "
White,Female,26,Legal Assistant,New York,Schenectady,12305,"$206,137.20 "
Black,Female,24,Nanny,New York,Rochester,14619,"$133,421.32 "
White,Male,62,Actuary,New York,Albany,12262,"$101,220.13 "
White,Female,39,Nanny,New York,New York City,10029,"$278,541.92 "
Hispanic,Male,47,Nanny,New York,New York City,10115,"$33,911.81 "
White,Female,48,Information Systems Manager,New York,New York City,10155,"$36,444.22 "
White,Male,53,Nanny,New York,Albany,12242,"$275,213.40 "
White,Male,36,Librarian,New York,Syracuse,13205,"$56,930.06 "
White,Male,45,Health Coach,New York,Jamaica,11436,"$218,188.90 "
White,Female,49,VP Accounting,New York,Jamaica,11407,"$270,191.11 "
Black,Female,63,Safety Technician,New York,Brooklyn,11215,"$164,299.24 "
White,Male,38,Biostatistician,New York,New York City,10110,"$62,423.91 "
White,Female,23,Quality Control Specialist,New York,Jamaica,11470,"$176,554.09 "
Black,Male,48,Environmental Specialist,New York,New York City,10292,"$148,114.26 "
White,Male,54,Software Developer,New York,Brooklyn,11220,"$64,147.55 "
White,Female,54,GIS Technical Architect,New York,Jamaica,11436,"$159,232.50 "
Black,Male,43,Cost Accountant,New York,Bronx,10464,"$100,356.60 "
White,Female,56,Assistant Professor,New York,Buffalo,14269,"$43,405.60 "
White,Female,21,Software Developer,New York,New York City,10280,"$170,602.39 "
Hispanic,Male,69,Nanny,New York,New York City,10160,"$215,729.65 "
White,Female,63,Software Developer,New York,Utica,13505,"$128,700.22 "
White,Male,31,Software Developer,New York,Syracuse,13210,"$40,892.16 "
White,Male,32,Recruiting Manager,New York,Rochester,14624,"$239,324.53 "
Black,Female,50,Accountant,New York,Hicksville,11854,"$269,456.69 "
White,Male,61,General Manager,New York,Buffalo,14263,"$174,735.24 "
White,Female,62,GIS Technical Architect,New York,Yonkers,10705,"$74,553.30 "
Hispanic,Female,20,Nanny,New York,New York City,10009,"$95,571.61 "
White,Male,64,Marketing Assistant,New York,Rochester,14624,"$170,258.53 "
White,Male,35,Recruiting Manager,New York,Albany,12205,"$197,456.53 "
White,Male,70,Internal Auditor,New York,Hicksville,11854,"$291,326.13 "
White,Female,53,Nanny,New York,Albany,12255,"$273,791.66 "
Other,Male,37,Help Desk Technician,New York,Syracuse,13224,"$138,527.19 "
Asian,Female,48,Software Developer,New York,New York City,10260,"$255,174.79 "
Black,Male,30,Executive Assistant,New York,Buffalo,14276,"$135,410.03 "
Asian,Female,59,Assistant Professor,New York,Rochester,14609,"$172,493.51 "
White,Male,59,Dental Hygienist,New York,New York City,10079,"$270,511.10 "
White,Female,50,Marketing Manager,New York,New York City,10099,"$196,805.67 "
White,Male,61,Senior Developer,New York,Syracuse,13210,"$218,032.41 "
White,Male,24,Director of Sales,New York,Albany,12232,"$174,288.36 "
Hispanic,Female,45,Pharmacist,New York,New York City,10203,"$256,460.47 "
Black,Male,45,Sales Associate,New York,New York City,10034,"$184,690.11 "
Asian,Female,54,Data Coordiator,New York,New York City,10039,"$246,106.20 "
Hispanic,Female,71,Account Executive,New York,New York City,10275,"$226,659.15 "
Asian,Male,48,Nanny,New York,Brooklyn,11215,"$225,581.94 "
White,Female,48,Food Chemist,New York,Syracuse,13205,"$156,662.94 "
White,Female,69,Cost Accountant,New York,Flushing,11388,"$50,210.98 "
Black,Male,42,Editor,New York,Jamaica,11436,"$90,538.37 "
Hispanic,Male,27,Junior Executive,New York,New York City,10105,"$99,047.92 "
Hispanic,Female,57,Project Manager,New York,New York City,10165,"$134,329.54 "
Asian,Male,43,Nanny,New York,New York City,10024,"$168,657.50 "
White,Female,66,VP Marketing,New York,Buffalo,14233,"$54,350.85 "
Asian,Male,35,Environmental Tech,New York,New York City,10120,"$148,372.92 "
Black,Male,61,Nanny,New York,Syracuse,13210,"$97,566.00 "
White,Male,31,Actuary,New York,Buffalo,14205,"$169,286.87 "
Hispanic,Female,27,Project Manager,New York,Bronx,10459,"$132,140.57 "
White,Female,63,Financial Analyst,New York,Jamaica,11470,"$89,808.26 "
Hispanic,Male,64,Software Developer,New York,Albany,12255,"$84,056.05 "
White,Female,41,VP Accounting,New York,New York City,10170,"$40,325.35 "
Other,Male,32,Accountant,New York,Bronx,10454,"$147,935.51 "
White,Male,60,Recruiting Manager,New York,New York City,10155,"$104,282.53 "
White,Male,48,Nurse Practicioner,New York,Elmira,14905,"$230,378.18 "
White,Female,67,Software Developer,New York,Albany,12232,"$143,661.64 "
Asian,Male,57,Registered Nurse,New York,Syracuse,13224,"$160,555.14 "
White,Male,23,VP Marketing,New York,Rochester,14683,"$94,013.74 "
White,Female,28,Researcher,New York,Flushing,11355,"$221,507.03 "
Other,Female,68,Executive Secretary,New York,New York City,10160,"$207,188.03 "
Asian,Female,58,Tax Accountant,New York,New York City,10125,"$225,177.75 "
Asian,Female,58,Office Assistant,New York,Brooklyn,11225,"$276,266.02 "
White,Male,60,Media Manager,New York,Rochester,14609,"$91,142.47 "
Black,Male,32,Research Associate,New York,Rochester,14624,"$271,198.07 "
Black,Male,65,Nanny,New York,Yonkers,10705,"$135,468.56 "
White,Male,45,Administrative Officer,New York,Albany,12242,"$60,026.89 "
White,Female,66,Community Outreach Specialist,New York,Brooklyn,11215,"$97,801.91 "
Other,Male,30,Dental Hygienist,New York,Jamaica,11431,"$259,529.06 "
Black,Female,68,Software Developer,New York,Brooklyn,11247,"$72,544.38 "
Hispanic,Male,41,Senior Financial Analyst,New York,New York City,10060,"$140,808.64 "
Hispanic,Female,33,Nanny,New York,New York City,10034,"$149,098.70 "
White,Male,37,Dental Hygienist,New York,New York City,10029,"$187,619.69 "
White,Female,68,Nanny,New York,Brooklyn,11241,"$258,972.28 "
White,Male,33,Nanny,New York,Schenectady,12325,"$104,657.77 "
White,Female,32,Geologist,New York,Jamaica,11431,"$268,411.46 "
White,Male,59,Automation Specialist,New York,New York City,10184,"$121,478.83 "
White,Female,45,Research Associate,New York,Bronx,10464,"$137,116.44 "
Black,Female,29,Technical Writer,New York,New York City,10105,"$53,901.65 "
White,Male,25,Senior Developer,New York,Buffalo,14205,"$275,813.33 "
Hispanic,Female,25,Administrative Officer,New York,Buffalo,14215,"$74,516.69 "
White,Male,59,Software Consultant,New York,Albany,12227,"$247,381.25 "
White,Female,54,Human Resources,New York,Albany,12255,"$249,358.53 "
White,Female,30,Nurse Practicioner,New York,Rochester,14646,"$64,409.71 "
Hispanic,Female,38,Senior Cost Accountant,New York,Jamaica,11499,"$200,805.31 "
Hispanic,Male,21,Financial Advisor,New York,Albany,12255,"$56,211.64 "
White,Female,47,Software Developer,New York,Jamaica,11436,"$79,472.46 "
Black,Female,39,Nanny,New York,Rochester,14609,"$78,031.20 "
White,Male,47,Account Coordinator,New York,Port Washington,11054,"$261,489.35 "
Hispanic,Male,49,Buget Analyst,New York,Rochester,14652,"$175,660.04 "
Black,Male,52,Paralegal,New York,Buffalo,14205,"$245,672.65 "
Black,Male,45,Senior Cost Accountant,New York,Brooklyn,11247,"$157,443.32 "
White,Male,37,Community Outreach Specialist,New York,New York City,10099,"$106,332.53 "
White,Male,41,Assistant Media Planner,New York,Brooklyn,11241,"$250,402.05 "
White,Female,37,Biostatistician,New York,New York City,10024,"$153,435.54 "
White,Female,27,Human Resources,New York,Bronx,10454,"$254,637.90 "
Other,Female,39,Information Systems Manager,New York,New York City,10131,"$86,607.51 "
Black,Female,51,Nanny,New York,Great Neck,11024,"$107,168.81 "
White,Female,26,Quality Control Specialist,New York,Albany,12247,"$73,165.43 "
Hispanic,Male,35,Occupational Therapist,New York,Port Washington,11054,"$72,974.97 "
Black,Male,59,Community Outreach Specialist,New York,Albany,12222,"$145,148.68 "
White,Female,40,Human Resources,New York,Buffalo,14233,"$203,266.83 "
White,Female,63,Legal Assistant,New York,New York City,10125,"$93,830.33 "
White,Female,40,Senior Cost Accountant,New York,Brooklyn,11205,"$173,347.63 "
White,Male,26,Sales Associate,New York,Syracuse,13224,"$75,458.81 "
Hispanic,Female,70,Recruiting Manager,New York,New York City,10034,"$245,115.14 "
Hispanic,Male,70,Sales Associate,New York,New Hyde Park,11044,"$278,105.32 "
Black,Female,35,Business Systems Development Analyst,New York,Rochester,14619,"$96,970.05 "
White,Female,42,Geologist,New York,New York City,10115,"$131,218.08 "
Black,Female,54,Safety Technician,New York,New York City,10155,"$185,231.58 "
White,Female,31,Cost Accountant,New York,Rochester,14639,"$104,242.86 "
White,Female,36,VP Quality Control,New York,Buffalo,14263,"$207,290.39 "
Black,Female,40,Nanny,New York,Staten Island,10310,"$30,058.44 "
White,Female,40,Director of Sales,New York,New York City,10110,"$136,087.54 "
White,Male,31,Actuary,New York,Buffalo,14205,"$129,786.37 "
White,Male,23,Human Resources,New York,Syracuse,13217,"$237,416.58 "
Hispanic,Male,19,Speech Pathologist,New York,Syracuse,13251,"$129,333.35 "
Black,Male,30,Nanny,New York,New York City,10203,"$298,554.23 "
Hispanic,Male,27,Assistant Media Planner,New York,Bronx,10454,"$277,826.72 "
White,Male,19,Tax Accountant,New York,Rochester,14614,"$86,938.63 "
White,Male,65,Nanny,New York,Brooklyn,11254,"$201,990.17 "
White,Female,21,Nurse,New York,Bronx,10454,"$275,743.98 "
Asian,Male,52,Food Chemist,New York,Rochester,14646,"$69,834.14 "
White,Female,27,Junior Executive,New York,New York City,10270,"$161,832.02 "
White,Male,54,Scientist,New York,Buffalo,14210,"$298,606.90 "
Black,Female,32,Recruiter,New York,Bronx,10464,"$164,864.43 "
White,Female,26,Nurse,New York,New York City,10292,"$166,186.94 "
Hispanic,Male,30,Nanny,New York,Brooklyn,11231,"$53,756.32 "
White,Male,60,Sales Associate,New York,Brooklyn,11254,"$199,177.07 "
White,Male,71,Project Manager,New York,New York City,10125,"$73,105.63 "
White,Male,35,Community Outreach Specialist,New York,Rochester,14652,"$49,192.14 "
White,Female,51,Scientist,New York,New York City,10014,"$153,924.15 "
White,Male,29,Systems Administrator,New York,Buffalo,14263,"$213,896.74 "
White,Female,23,Senior Developer,New York,Jamaica,11470,"$164,509.00 "
White,Male,23,Senior Cost Accountant,New York,New York City,10120,"$30,082.29 "
White,Female,39,Help Desk Operator,New York,New Hyde Park,11044,"$297,437.11 "
White,Male,31,Scientist,New York,Buffalo,14205,"$245,506.17 "
Asian,Male,50,Health Coach,New York,Bronx,10469,"$214,427.93 "
Hispanic,Female,33,Nurse Practicioner,New York,Bronx,10469,"$30,499.89 "
Hispanic,Female,53,Office Assistant,New York,New York City,10014,"$173,657.41 "
Black,Male,46,Staff Scientist,New York,New York City,10270,"$130,973.50 "
White,Female,51,Nurse,New York,Bronx,10459,"$148,544.65 "
White,Male,66,Database Administrator,New York,Flushing,11388,"$143,146.99 "
Hispanic,Female,45,Statistician,New York,Brooklyn,11220,"$48,403.63 "
Hispanic,Female,64,Buget Analyst,New York,White Plains,10606,"$152,850.54 "
Black,Female,45,Biostatistician,New York,White Plains,10633,"$293,287.50 "
Asian,Female,32,Nanny,New York,Albany,12237,"$290,161.35 "
White,Male,29,Software Developer,New York,Buffalo,14215,"$233,606.39 "
White,Female,60,Administrative Officer,New York,Jamaica,11499,"$177,703.92 "
White,Female,55,Editor,New York,Buffalo,14233,"$182,009.44 "
White,Female,36,Nanny,New York,White Plains,10633,"$45,837.17 "
White,Female,69,Assistant Manager,New York,Albany,12227,"$208,725.94 "
White,Male,40,Software Developer,New York,Jamaica,11431,"$115,891.35 "
White,Male,48,Researcher,New York,Great Neck,11024,"$229,286.27 "
White,Male,63,Research Nurse,New York,Jamaica,11447,"$153,510.14 "
Hispanic,Male,21,Software Developer,New York,Mount Vernon,10557,"$253,600.80 "
White,Female,58,Nanny,New York,Flushing,11355,"$28,579.84 "
White,Female,62,Software Developer,New York,Albany,12247,"$80,317.94 "
Black,Female,29,Software Developer,New York,Brooklyn,11205,"$125,448.00 "
White,Female,51,Registered Nurse,New York,Rochester,14604,"$249,493.13 "
White,Female,57,Web Designer,New York,New York City,10009,"$281,196.17 "
Hispanic,Female,25,Account Executive,New York,White Plains,10633,"$212,008.38 "
White,Male,19,Speech Pathologist,New York,Elmira,14905,"$143,556.14 "
White,Female,24,Software Developer,New York,Brooklyn,11231,"$231,267.87 "
Hispanic,Female,24,Recruiter,New York,Buffalo,14269,"$175,072.55 "
Black,Female,25,Senior Financial Analyst,New York,Albany,12232,"$253,698.41 "
White,Male,41,Junior Executive,New York,New York City,10009,"$34,956.22 "
White,Male,24,Nanny,New York,Brooklyn,11247,"$86,975.87 "
White,Male,66,General Manager,New York,Albany,12232,"$222,946.45 "
White,Male,20,Sales Representative,New York,Bronx,10469,"$80,249.44 "
Black,Female,65,Health Coach,New York,Flushing,11388,"$59,426.61 "
White,Male,59,VP Accounting,New York,Buffalo,14225,"$126,742.25 "
Hispanic,Male,39,Systems Administrator,New York,Flushing,11355,"$226,100.47 "
Black,Male,65,Software Developer,New York,New York City,10019,"$181,602.50 "
White,Male,39,General Manager,New York,Flushing,11355,"$293,262.92 "
White,Male,52,Media Manager,New York,Jamaica,11499,"$183,361.24 "
Hispanic,Female,51,Junior Executive,New York,Albany,12247,"$43,714.59 "
White,Male,23,Nurse Practicioner,New York,Buffalo,14210,"$191,663.99 "
White,Female,67,Professor,New York,Buffalo,14233,"$84,548.48 "
Hispanic,Male,42,Geologist,New York,Elmira,14905,"$274,750.10 "
Black,Male,26,Marketing Assistant,New York,Bronx,10459,"$222,232.26 "
Hispanic,Male,43,Executive Assistant,New York,Albany,12205,"$175,089.21 "
White,Male,21,Registered Nurse,New York,New York City,10120,"$181,587.22 "
White,Female,24,Human Resources,New York,Rochester,14614,"$278,357.90 "
White,Female,37,Web Designer,New York,Bronx,10459,"$107,035.04 "
White,Female,47,VP Sales,New York,Syracuse,13224,"$244,283.31 "
Black,Female,49,Food Chemist,New York,Syracuse,13217,"$108,565.61 "
Black,Male,36,Nanny,New York,Jamaica,11407,"$133,678.63 "
White,Male,55,Dental Hygienist,New York,Brooklyn,11205,"$60,200.21 "
White,Female,49,Nanny,New York,New York City,10184,"$116,773.24 "
White,Female,18,Teacher,New York,Utica,13505,"$40,794.23 "
Asian,Male,68,Graphic Designer,New York,New York City,10155,"$281,195.34 "
Hispanic,Female,58,Sales Associate,New York,New York City,10099,"$182,178.13 "
Hispanic,Male,30,Sales Associate,New York,Elmira,14905,"$275,811.47 "
Hispanic,Female,65,Registered Nurse,New York,New York City,10249,"$268,971.28 "
